-9.000000000000000000e+04 -6.836080992290892235e-08
-8.900000000000000000e+04 -6.956397411983487135e-08
-8.800000000000000000e+04 -6.694696653447577101e-08
-8.700000000000000000e+04 -6.592033216701992585e-08
-8.600000000000000000e+04 -6.688517194826690186e-08
-8.500000000000000000e+04 -6.500568575690078219e-08
-8.400000000000000000e+04 -6.289178748200081627e-08
-8.300000000000000000e+04 -6.411044271318076259e-08
-8.200000000000000000e+04 -6.369270751134632169e-08
-8.100000000000000000e+04 -6.280362809681488480e-08
-8.000000000000000000e+04 -5.862524188888957459e-08
-7.900000000000000000e+04 -5.827265851998072678e-08
-7.800000000000000000e+04 -5.990791486210951354e-08
-7.700000000000000000e+04 -6.770812091918912811e-08
-7.600000000000000000e+04 -6.054280454857452755e-08
-7.500000000000000000e+04 -6.153894157991655824e-08
-7.400000000000000000e+04 -6.129368457640276871e-08
-7.300000000000000000e+04 -5.938433915092876732e-08
-7.200000000000000000e+04 -5.577574496837824580e-08
-7.100000000000000000e+04 -5.822294143888328814e-08
-7.000000000000000000e+04 -5.658494343907319173e-08
-6.900000000000000000e+04 -5.580966497952916967e-08
-6.800000000000000000e+04 -5.505681084560547200e-08
-6.700000000000000000e+04 -5.723572306148734406e-08
-6.600000000000000000e+04 -5.906705471261069734e-08
-6.500000000000000000e+04 -5.488736556652110662e-08
-6.400000000000000000e+04 -5.579722445276979396e-08
-6.300000000000000000e+04 -5.268649476209555849e-08
-6.200000000000000000e+04 -5.484528882476693088e-08
-6.100000000000000000e+04 -5.290195725629130076e-08
-6.000000000000000000e+04 -5.389610822152208124e-08
-5.900000000000000000e+04 -5.047923097759478320e-08
-5.800000000000000000e+04 -5.001633546058609657e-08
-5.700000000000000000e+04 -5.163931590205158310e-08
-5.600000000000000000e+04 -4.791291556636540678e-08
-5.500000000000000000e+04 -4.936438868136014103e-08
-5.400000000000000000e+04 -4.908151953954306451e-08
-5.300000000000000000e+04 -4.801193605272852839e-08
-5.200000000000000000e+04 -4.883298689883038850e-08
-5.100000000000000000e+04 -5.004953224256190470e-08
-5.000000000000000000e+04 -4.828592242064623103e-08
-4.900000000000000000e+04 -4.955687739275158400e-08
-4.800000000000000000e+04 -4.521857733460239642e-08
-4.700000000000000000e+04 -4.733482399373174128e-08
-4.600000000000000000e+04 -4.915744382882486264e-08
-4.500000000000000000e+04 -4.667108182505572866e-08
-4.400000000000000000e+04 -4.508768551739827889e-08
-4.300000000000000000e+04 -4.345996961330675223e-08
-4.200000000000000000e+04 -4.304184465567123647e-08
-4.100000000000000000e+04 -4.263297886066018695e-08
-4.000000000000000000e+04 -4.056009921790341024e-08
-3.900000000000000000e+04 -4.033492308049250416e-08
-3.800000000000000000e+04 -4.107523678635057187e-08
-3.700000000000000000e+04 -3.870886258325874314e-08
-3.600000000000000000e+04 -4.100152932112707560e-08
-3.500000000000000000e+04 -3.883619101936011176e-08
-3.400000000000000000e+04 -3.767300493322538268e-08
-3.300000000000000000e+04 -3.727504807945335475e-08
-3.200000000000000000e+04 -3.652934603482648111e-08
